TIME,DEPTH,LATITUDE,LONGITUDE,CHL,station
2010-01-26 08:00:00.000003328,15.0,34.32433,-120.81517,0.5250249800000001,CCE2
2010-01-27 06:59:59.999996672,20.0,33.42417,-122.48233,0.735796942275921,CCE1
2010-01-27 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-01-27 08:00:00.000003328,15.0,34.32433,-120.81517,1.0937762899999999,CCE2
2010-01-28 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-01-28 06:59:59.999996672,20.0,33.42417,-122.48233,0.7941324212413935,CCE1
2010-01-28 08:00:00.000003328,15.0,34.32433,-120.81517,0.7525409550000001,CCE2
2010-01-29 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-01-29 06:59:59.999996672,20.0,33.42417,-122.48233,0.697992557142622,CCE1
2010-01-29 08:00:00.000003328,15.0,34.32433,-120.81517,1.2546984549999995,CCE2
2010-01-30 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-01-30 06:59:59.999996672,20.0,33.42417,-122.48233,0.9479014510230402,CCE1
2010-01-30 08:00:00.000003328,15.0,34.32433,-120.81517,1.9384824600000004,CCE2
2010-01-31 06:59:59.999996672,20.0,33.42417,-122.48233,0.9854817154253882,CCE1
2010-01-31 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-01-31 08:00:00.000003328,15.0,34.32433,-120.81517,1.4055774699999999,CCE2
2010-02-01 06:59:59.999996672,20.0,33.42417,-122.48233,1.1308006065073184,CCE1
2010-02-01 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-02-01 08:00:00.000003328,15.0,34.32433,-120.81517,1.491098755,CCE2
2010-02-02 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-02-02 06:59:59.999996672,20.0,33.42417,-122.48233,1.1482682326488058,CCE1
2010-02-02 08:00:00.000003328,15.0,34.32433,-120.81517,1.36138761,CCE2
2010-02-03 06:59:59.999996672,20.0,33.42417,-122.48233,1.1456874781596595,CCE1
2010-02-03 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-02-03 08:00:00.000003328,15.0,34.32433,-120.81517,1.2455823650000002,CCE2
2010-02-04 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-02-04 06:59:59.999996672,20.0,33.42417,-122.48233,1.0778209713605,CCE1
2010-02-04 08:00:00.000003328,15.0,34.32433,-120.81517,0.9567645475000001,CCE2
2010-02-05 06:59:59.999996672,20.0,33.42417,-122.48233,0.7531809741766813,CCE1
2010-02-05 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-02-05 08:00:00.000003328,15.0,34.32433,-120.81517,1.3457821,CCE2
2010-02-06 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-02-06 06:59:59.999996672,20.0,33.42417,-122.48233,0.7860704315725016,CCE1
2010-02-06 08:00:00.000003328,15.0,34.32433,-120.81517,0.9688549550000001,CCE2
2010-02-07 06:59:59.999996672,20.0,33.42417,-122.48233,0.5251740035732632,CCE1
2010-02-07 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-02-07 08:00:00.000003328,15.0,34.32433,-120.81517,0.47786080250000007,CCE2
2010-02-08 06:59:59.999996672,20.0,33.42417,-122.48233,1.1086228367488036,CCE1
2010-02-08 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-02-08 08:00:00.000003328,15.0,34.32433,-120.81517,0.62375687,CCE2
2010-02-09 06:59:59.999996672,20.0,33.42417,-122.48233,0.39098317310037667,CCE1
2010-02-09 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-02-09 08:00:00.000003328,15.0,34.32433,-120.81517,0.5208918375,CCE2
2010-02-10 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-02-10 06:59:59.999996672,20.0,33.42417,-122.48233,0.7832012987221767,CCE1
2010-02-10 08:00:00.000003328,15.0,34.32433,-120.81517,0.59548154,CCE2
2010-02-11 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-02-11 06:59:59.999996672,20.0,33.42417,-122.48233,0.46704330872824223,CCE1
2010-02-11 08:00:00.000003328,15.0,34.32433,-120.81517,0.64291611,CCE2
2010-02-12 06:59:59.999996672,20.0,33.42417,-122.48233,0.35959410170962464,CCE1
2010-02-12 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-02-12 08:00:00.000003328,15.0,34.32433,-120.81517,0.42243033999999996,CCE2
2010-02-13 06:59:59.999996672,20.0,33.42417,-122.48233,0.4138170923406078,CCE1
2010-02-13 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-02-13 08:00:00.000003328,15.0,34.32433,-120.81517,0.46430255000000004,CCE2
2010-02-14 06:59:59.999996672,20.0,33.42417,-122.48233,0.523558675487193,CCE1
2010-02-14 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-02-14 08:00:00.000003328,15.0,34.32433,-120.81517,0.695063235,CCE2
2010-02-15 06:59:59.999996672,20.0,33.42417,-122.48233,0.21151317382774623,CCE1
2010-02-15 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-02-15 08:00:00.000003328,15.0,34.32433,-120.81517,0.7646313625,CCE2
2010-02-16 06:59:59.999996672,20.0,33.42417,-122.48233,0.2413182649727009,CCE1
2010-02-16 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-02-16 08:00:00.000003328,15.0,34.32433,-120.81517,0.6157609774999999,CCE2
2010-02-17 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-02-17 06:59:59.999996672,20.0,33.42417,-122.48233,0.22212399226865884,CCE1
2010-02-17 08:00:00.000003328,15.0,34.32433,-120.81517,0.6240272624999998,CCE2
2010-02-18 06:59:59.999996672,20.0,33.42417,-122.48233,0.18642135019918096,CCE1
2010-02-18 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-02-18 08:00:00.000003328,15.0,34.32433,-120.81517,1.0663893925,CCE2
2010-02-19 06:59:59.999996672,20.0,33.42417,-122.48233,0.15055514325276434,CCE1
2010-02-19 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-02-19 08:00:00.000003328,15.0,34.32433,-120.81517,1.5249364449999998,CCE2
2010-02-20 06:59:59.999996672,20.0,33.42417,-122.48233,0.3353496385037732,CCE1
2010-02-20 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-02-20 08:00:00.000003328,15.0,34.32433,-120.81517,0.8362081200000002,CCE2
2010-02-21 06:59:59.999996672,20.0,33.42417,-122.48233,0.3325118534937215,CCE1
2010-02-21 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-02-21 08:00:00.000003328,15.0,34.32433,-120.81517,0.2347393175,CCE2
2010-02-22 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-02-22 06:59:59.999996672,20.0,33.42417,-122.48233,0.33224437369272475,CCE1
2010-02-22 08:00:00.000003328,15.0,34.32433,-120.81517,0.2912899775,CCE2
2010-02-23 06:59:59.999996672,20.0,33.42417,-122.48233,0.38466815067736904,CCE1
2010-02-23 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-02-23 08:00:00.000003328,15.0,34.32433,-120.81517,0.48732454000000014,CCE2
2010-02-24 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-02-24 06:59:59.999996672,20.0,33.42417,-122.48233,0.45122860631181905,CCE1
2010-02-24 08:00:00.000003328,15.0,34.32433,-120.81517,0.564193265,CCE2
2010-02-25 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-02-25 06:59:59.999996672,20.0,33.42417,-122.48233,0.6069786527004994,CCE1
2010-02-25 08:00:00.000003328,15.0,34.32433,-120.81517,0.891908975,CCE2
2010-02-26 06:59:59.999996672,20.0,33.42417,-122.48233,0.4959310183892052,CCE1
2010-02-26 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-02-26 08:00:00.000003328,15.0,34.32433,-120.81517,0.9868167425000002,CCE2
2010-02-27 06:59:59.999996672,20.0,33.42417,-122.48233,0.5444993375602656,CCE1
2010-02-27 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-02-27 08:00:00.000003328,15.0,34.32433,-120.81517,0.9213817575000001,CCE2
2010-02-28 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-02-28 06:59:59.999996672,20.0,33.42417,-122.48233,0.5771317644351812,CCE1
2010-02-28 08:00:00.000003328,15.0,34.32433,-120.81517,0.962365535,CCE2
2010-03-01 06:59:59.999996672,20.0,33.42417,-122.48233,0.706150636649684,CCE1
2010-03-01 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-03-01 08:00:00.000003328,15.0,34.32433,-120.81517,0.71893503,CCE2
2010-03-02 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-03-02 06:59:59.999996672,20.0,33.42417,-122.48233,0.7107667367458927,CCE1
2010-03-02 08:00:00.000003328,15.0,34.32433,-120.81517,0.7937951250000002,CCE2
2010-03-03 06:59:59.999996672,20.0,33.42417,-122.48233,0.3555401075743117,CCE1
2010-03-03 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-03-03 08:00:00.000003328,15.0,34.32433,-120.81517,0.8170875075,CCE2
2010-03-04 06:59:59.999996672,20.0,33.42417,-122.48233,0.5601259529350496,CCE1
2010-03-04 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-03-04 08:00:00.000003328,15.0,34.32433,-120.81517,0.48288237750000007,CCE2
2010-03-05 06:59:59.999996672,20.0,33.42417,-122.48233,0.6860604588986855,CCE1
2010-03-05 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-03-05 08:00:00.000003328,15.0,34.32433,-120.81517,0.8736767950000001,CCE2
2010-03-06 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-03-06 06:59:59.999996672,20.0,33.42417,-122.48233,0.4408428926746859,CCE1
2010-03-06 08:00:00.000003328,15.0,34.32433,-120.81517,1.0289593450000003,CCE2
2010-03-07 06:59:59.999996672,20.0,33.42417,-122.48233,0.8649328028887756,CCE1
2010-03-07 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-03-07 08:00:00.000003328,15.0,34.32433,-120.81517,0.95827102,CCE2
2010-03-08 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-03-08 06:59:59.999996672,20.0,33.42417,-122.48233,0.6693221271995506,CCE1
2010-03-08 08:00:00.000003328,15.0,34.32433,-120.81517,0.97418555,CCE2
2010-03-09 06:59:59.999996672,20.0,33.42417,-122.48233,0.6269016419700407,CCE1
2010-03-09 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-03-09 08:00:00.000003328,15.0,34.32433,-120.81517,1.0289593450000003,CCE2
2010-03-10 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-03-10 06:59:59.999996672,20.0,33.42417,-122.48233,0.3865676556432484,CCE1
2010-03-10 08:00:00.000003328,15.0,34.32433,-120.81517,0.8191347650000003,CCE2
2010-03-11 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-03-11 06:59:59.999996672,20.0,33.42417,-122.48233,0.5065904596260554,CCE1
2010-03-11 08:00:00.000003328,15.0,34.32433,-120.81517,0.939343545,CCE2
2010-03-12 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-03-12 06:59:59.999996672,20.0,33.42417,-122.48233,0.25391900829579495,CCE1
2010-03-12 08:00:00.000003328,15.0,34.32433,-120.81517,0.77023235,CCE2
2010-03-13 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-03-13 06:59:59.999996672,20.0,33.42417,-122.48233,0.6995994822659519,CCE1
2010-03-13 08:00:00.000003328,15.0,34.32433,-120.81517,1.1804564,CCE2
2010-03-14 06:59:59.999996672,20.0,33.42417,-122.48233,0.6445845015120697,CCE1
2010-03-14 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-03-14 08:00:00.000003328,15.0,34.32433,-120.81517,0.73423152,CCE2
2010-03-15 06:59:59.999996672,20.0,33.42417,-122.48233,0.2348674019085101,CCE1
2010-03-15 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-03-15 08:00:00.000003328,15.0,34.32433,-120.81517,0.9311545150000001,CCE2
2010-03-16 06:59:59.999996672,20.0,33.42417,-122.48233,0.40963770684420253,CCE1
2010-03-16 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-03-16 08:00:00.000003328,15.0,34.32433,-120.81517,1.0289593450000003,CCE2
2010-03-17 06:59:59.999996672,20.0,33.42417,-122.48233,0.34562665785862606,CCE1
2010-03-17 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-03-17 08:00:00.000003328,15.0,34.32433,-120.81517,1.5724482699999995,CCE2
2010-03-18 06:59:59.999996672,20.0,33.42417,-122.48233,0.3188850344043567,CCE1
2010-03-18 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-03-18 08:00:00.000003328,15.0,34.32433,-120.81517,2.45006507,CCE2
2010-03-19 06:59:59.999996672,20.0,33.42417,-122.48233,0.18264840904431615,CCE1
2010-03-19 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-03-19 08:00:00.000003328,15.0,34.32433,-120.81517,1.704477065,CCE2
2010-03-20 06:59:59.999996672,20.0,33.42417,-122.48233,0.09833194890720091,CCE1
2010-03-20 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-03-20 08:00:00.000003328,15.0,34.32433,-120.81517,1.19930662,CCE2
2010-03-21 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-03-21 06:59:59.999996672,20.0,33.42417,-122.48233,0.29340766499443255,CCE1
2010-03-21 08:00:00.000003328,15.0,34.32433,-120.81517,1.0784798,CCE2
2010-03-22 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-03-22 06:59:59.999996672,20.0,33.42417,-122.48233,0.2036935639182995,CCE1
2010-03-22 08:00:00.000003328,15.0,34.32433,-120.81517,2.5549773599999996,CCE2
2010-03-23 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-03-23 06:59:59.999996672,20.0,33.42417,-122.48233,0.05691868720113151,CCE1
2010-03-23 08:00:00.000003328,15.0,34.32433,-120.81517,1.5406192100000005,CCE2
2010-03-24 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-03-24 06:59:59.999996672,20.0,33.42417,-122.48233,0.10343076220494742,CCE1
2010-03-24 08:00:00.000003328,15.0,34.32433,-120.81517,4.41991306,CCE2
2010-03-25 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-03-25 06:59:59.999996672,20.0,33.42417,-122.48233,0.22730902400133834,CCE1
2010-03-25 08:00:00.000003328,15.0,34.32433,-120.81517,2.91745782,CCE2
2010-03-26 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-03-26 06:59:59.999996672,20.0,33.42417,-122.48233,0.19953927846344663,CCE1
2010-03-26 08:00:00.000003328,15.0,34.32433,-120.81517,2.71412266,CCE2
2010-03-27 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-03-27 06:59:59.999996672,20.0,33.42417,-122.48233,0.12164858134896982,CCE1
2010-03-27 08:00:00.000003328,15.0,34.32433,-120.81517,2.0073939199999997,CCE2
2010-03-28 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-03-28 06:59:59.999996672,20.0,33.42417,-122.48233,0.13448965811415686,CCE1
2010-03-28 08:00:00.000003328,15.0,34.32433,-120.81517,2.8208118150000003,CCE2
2010-03-29 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-03-29 06:59:59.999996672,20.0,33.42417,-122.48233,0.051201320060663164,CCE1
2010-03-29 08:00:00.000003328,15.0,34.32433,-120.81517,2.12883878,CCE2
2010-03-30 06:59:59.999996672,20.0,33.42417,-122.48233,0.14646351719623465,CCE1
2010-03-30 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-03-30 08:00:00.000003328,15.0,34.32433,-120.81517,5.98772603,CCE2
2010-03-31 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-03-31 06:59:59.999996672,20.0,33.42417,-122.48233,0.060947581294891584,CCE1
2010-03-31 08:00:00.000003328,15.0,34.32433,-120.81517,5.692457419999999,CCE2
2010-04-01 06:59:59.999996672,20.0,33.42417,-122.48233,0.0935800081698077,CCE1
2010-04-01 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-04-01 08:00:00.000003328,15.0,34.32433,-120.81517,8.8611485,CCE2
2010-04-02 06:59:59.999996672,20.0,33.42417,-122.48233,0.04961733981486482,CCE1
2010-04-02 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-04-02 08:00:00.000003328,15.0,34.32433,-120.81517,2.98405163,CCE2
2010-04-03 06:59:59.999996672,20.0,33.42417,-122.48233,0.0,CCE1
2010-04-03 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-04-03 08:00:00.000003328,15.0,34.32433,-120.81517,6.40212185,CCE2
2010-04-04 06:59:59.999996672,20.0,33.42417,-122.48233,0.015154351453337461,CCE1
2010-04-04 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-04-04 08:00:00.000003328,15.0,34.32433,-120.81517,4.727001684999999,CCE2
2010-04-05 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-04-05 06:59:59.999996672,20.0,33.42417,-122.48233,0.01103141383875731,CCE1
2010-04-05 08:00:00.000003328,15.0,34.32433,-120.81517,4.630896465,CCE2
2010-04-06 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-04-06 06:59:59.999996672,20.0,33.42417,-122.48233,0.06037082457253558,CCE1
2010-04-06 08:00:00.000003328,15.0,34.32433,-120.81517,4.10455815,CCE2
2010-04-07 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-04-07 06:59:59.999996672,20.0,33.42417,-122.48233,0.08349312217394446,CCE1
2010-04-07 08:00:00.000003328,15.0,34.32433,-120.81517,4.07628282,CCE2
2010-04-08 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-04-08 06:59:59.999996672,20.0,33.42417,-122.48233,0.08116939820570328,CCE1
2010-04-08 08:00:00.000003328,15.0,34.32433,-120.81517,5.3452734500000005,CCE2
2010-04-09 06:59:59.999996672,20.0,33.42417,-122.48233,0.13564941935759248,CCE1
2010-04-09 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-04-09 08:00:00.000003328,15.0,34.32433,-120.81517,2.34808847,CCE2
2010-04-10 06:59:59.999996672,20.0,33.42417,-122.48233,0.09734142246257199,CCE1
2010-04-10 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-04-10 08:00:00.000003328,15.0,34.32433,-120.81517,2.81965299,CCE2
2010-04-11 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-04-11 06:59:59.999996672,20.0,33.42417,-122.48233,0.08730678286716394,CCE1
2010-04-11 08:00:00.000003328,15.0,34.32433,-120.81517,0.51853556,CCE2
2010-04-12 06:59:59.999996672,20.0,33.42417,-122.48233,0.17725701590402052,CCE1
2010-04-12 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-04-12 08:00:00.000003328,15.0,34.32433,-120.81517,3.960168555,CCE2
2010-04-13 06:59:59.999996672,40.0,33.42417,-122.48233,,CCE1
2010-04-13 06:59:59.999996672,20.0,33.42417,-122.48233,0.18392936016747413,CCE1
