date,station,ph
2010-08-14,CCE1,
2010-09-06,CCE1,
2010-09-07,CCE1,8.03815652173913
2010-09-08,CCE1,8.0173375
2010-09-09,CCE1,8.024075
2010-09-10,CCE1,8.029820833333334
2010-09-11,CCE1,8.035366666666667
2010-09-12,CCE1,8.034975000000001
2010-09-13,CCE1,8.036362500000001
2010-09-14,CCE1,8.028320833333334
2010-09-15,CCE1,8.023445833333334
2010-09-16,CCE1,8.021675
2010-09-17,CCE1,8.020491666666667
2010-09-18,CCE1,8.028383333333332
2010-09-19,CCE1,8.026933333333334
2010-09-20,CCE1,8.022104166666667
2010-09-21,CCE1,8.020741666666668
2010-09-22,CCE1,8.0239625
2010-09-23,CCE1,8.031104166666667
2010-09-24,CCE1,8.03675
2010-09-25,CCE1,8.021970833333333
2010-09-26,CCE1,8.017866666666666
2010-09-27,CCE1,8.023604166666667
2010-09-28,CCE1,8.0234375
2010-09-29,CCE1,8.00535
2010-09-30,CCE1,8.00675
2010-10-01,CCE1,8.013358333333334
2010-10-02,CCE1,8.01255
2010-10-03,CCE1,8.004945833333332
2010-10-04,CCE1,7.9953625
2010-10-05,CCE1,7.9967250000000005
2010-10-06,CCE1,7.999245833333333
2010-10-07,CCE1,7.997883333333333
2010-10-08,CCE1,7.9981875
2010-10-09,CCE1,7.997070833333333
2010-10-10,CCE1,7.999979166666667
2010-10-11,CCE1,8.006745833333333
2010-10-12,CCE1,8.007404166666666
2010-10-13,CCE1,8.004554166666667
2010-10-14,CCE1,7.9971749999999995
2010-10-15,CCE1,8.005345833333333
2010-10-16,CCE1,8.012445833333333
2010-10-17,CCE1,8.022033333333333
2010-10-18,CCE1,8.034979166666668
2010-10-19,CCE1,8.043858333333334
2010-10-20,CCE1,8.0398625
2010-10-21,CCE1,8.036233333333334
2010-10-22,CCE1,8.030266666666668
2010-10-23,CCE1,8.03447857142857
2011-03-05,CCE2,
2011-03-06,CCE1,8.08104799808941
2011-03-06,CCE2,8.048109523809524
2011-03-07,CCE1,8.079607839347272
2011-03-07,CCE2,8.042512499999999
2011-03-08,CCE1,8.086322240790464
2011-03-08,CCE2,8.006445833333332
2011-03-09,CCE1,8.08491937444013
2011-03-09,CCE2,7.987341666666667
2011-03-10,CCE1,8.081831281092747
2011-03-10,CCE2,8.0077125
2011-03-11,CCE1,8.075657979572389
2011-03-11,CCE2,7.973966666666667
2011-03-12,CCE1,8.080554639290634
2011-03-12,CCE2,7.9621666666666675
2011-03-13,CCE1,8.08298318558539
2011-03-13,CCE2,7.978533333333334
2011-03-14,CCE1,8.081543150904965
2011-03-14,CCE2,7.9178375
2011-03-15,CCE1,8.082334917754938
2011-03-15,CCE2,7.891795833333333
2011-03-16,CCE1,8.080229011419874
2011-03-16,CCE2,7.898279166666666
2011-03-17,CCE1,8.081017156151628
2011-03-17,CCE2,7.910529166666667
2011-03-18,CCE1,8.084057586545994
2011-03-18,CCE2,7.8930333333333325
2011-03-19,CCE1,8.07814927343359
2011-03-19,CCE2,7.894212499999999
2011-03-20,CCE1,8.08070993957722
2011-03-20,CCE2,7.9033541666666665
2011-03-21,CCE1,8.084024372563027
2011-03-21,CCE2,7.960470833333333
2011-03-22,CCE1,8.088458729064518
2011-03-22,CCE2,8.009008333333334
2011-03-23,CCE1,8.083712710856899
2011-03-23,CCE2,8.0143125
2011-03-24,CCE1,8.075248416887849
2011-03-24,CCE2,8.0266375
2011-03-25,CCE1,8.067489435307438
2011-03-25,CCE2,8.0175625
2011-03-26,CCE1,8.073157750497696
2011-03-26,CCE2,8.0251
2011-03-27,CCE1,8.077373907992866
2011-03-27,CCE2,8.033016666666667
2011-03-28,CCE1,8.072919414766798
2011-03-28,CCE2,8.0365375
2011-03-29,CCE1,8.076732702235864
2011-03-29,CCE2,8.032370833333333
2011-03-30,CCE1,8.080486472687989
2011-03-30,CCE2,8.026566666666666
2011-03-31,CCE1,8.079815421781671
2011-03-31,CCE2,8.033070833333333
2011-04-01,CCE1,8.084328064827227
2011-04-01,CCE2,8.0441625
2011-04-02,CCE1,8.089698480602488
2011-04-02,CCE2,8.047683333333334
2011-04-03,CCE1,8.089227486239867
2011-04-03,CCE2,8.047916666666667
2011-04-04,CCE1,8.0838477042362
2011-04-04,CCE2,8.065220833333333
2011-04-05,CCE1,8.086923197025005
2011-04-05,CCE2,8.046804166666666
2011-04-06,CCE1,8.083002965880963
2011-04-06,CCE2,8.043733333333334
2011-04-07,CCE1,8.079879920967413
2011-04-07,CCE2,8.022483333333334
2011-04-08,CCE1,8.080748107446963
2011-04-08,CCE2,8.006558333333333
2011-04-09,CCE1,8.083280390291725
2011-04-09,CCE2,8.027825
2011-04-10,CCE1,8.078784745290971
2011-04-10,CCE2,8.010291666666667
2011-04-11,CCE1,8.077273036186895
2011-04-11,CCE2,8.018925000000001
2011-04-12,CCE1,8.084634717129173
2011-04-12,CCE2,7.966516666666667
2011-04-13,CCE1,8.085037181955991
2011-04-13,CCE2,7.957933333333333
2011-04-14,CCE1,8.08096620503083
2011-04-14,CCE2,7.970175
2011-04-15,CCE1,8.079276983849637
2011-04-15,CCE2,7.950708333333334
2011-04-16,CCE1,8.07855119600384
2011-04-16,CCE2,7.933529166666666
2011-04-17,CCE1,8.075836946356882
2011-04-17,CCE2,7.8704125000000005
2011-04-18,CCE1,8.07196156168992
2011-04-18,CCE2,7.782633333333333
2011-04-19,CCE1,8.074600723895287
2011-04-19,CCE2,7.831183333333333
2011-04-20,CCE1,8.069164955789361
2011-04-20,CCE2,7.8342125
2011-04-21,CCE1,8.073871267344773
2011-04-21,CCE2,7.872050000000001
2011-04-22,CCE1,8.07286952585716
2011-04-22,CCE2,7.914145833333333
2011-04-23,CCE1,8.095809182887763
2011-04-23,CCE2,7.9274916666666675
2011-04-24,CCE1,8.078309664329183
2011-04-24,CCE2,7.920604166666667
2011-04-25,CCE1,8.095958551137663
2011-04-25,CCE2,7.969166666666666
2011-04-26,CCE1,8.100634971389487
2011-04-26,CCE2,7.993229166666667
2011-04-27,CCE1,8.091398238144645
2011-04-27,CCE2,7.9814333333333325
2011-04-28,CCE1,8.080579647533618
2011-04-28,CCE2,7.989845833333334
2011-04-29,CCE1,8.079198312698786
2011-04-29,CCE2,7.992658333333334
2011-04-30,CCE1,8.085563695545625
2011-04-30,CCE2,7.9551791666666665
2011-05-01,CCE1,8.079545124368833
2011-05-01,CCE2,7.9914
2011-05-02,CCE1,8.07290195756925
2011-05-02,CCE2,7.972554166666666
2011-05-03,CCE1,8.073356965910522
2011-05-03,CCE2,7.97675
2011-05-04,CCE1,8.074965154123605
2011-05-04,CCE2,7.9749791666666665
2011-05-05,CCE1,8.070172782589696
2011-05-05,CCE2,8.0062625
2011-05-06,CCE1,8.070434444715334
2011-05-06,CCE2,7.989883333333334
2011-05-07,CCE1,8.07021271552301
2011-05-07,CCE2,7.995266666666667
2011-05-08,CCE1,8.078296387740302
2011-05-08,CCE2,8.072729166666667
2011-05-09,CCE1,8.063754681295174
2011-05-09,CCE2,8.073879166666666
2011-05-10,CCE1,8.05820894410236
2011-05-10,CCE2,8.055745833333333
2011-05-11,CCE1,8.069406195914627
2011-05-11,CCE2,8.051558333333334
2011-05-12,CCE1,8.06830474641246
2011-05-12,CCE2,8.0467
2011-05-13,CCE1,8.068100460447573
2011-05-13,CCE2,8.040291666666667
2011-05-14,CCE1,8.066799267905498
2011-05-14,CCE2,8.006337499999999
2011-05-15,CCE1,8.0642664761553
2011-05-15,CCE2,7.970158333333333
2011-05-16,CCE1,8.064951668102053
2011-05-16,CCE2,7.9681291666666665
2011-05-17,CCE1,8.07163113276063
2011-05-17,CCE2,8.008325000000001
2011-05-18,CCE1,8.073008315558303
2011-05-18,CCE2,8.007670833333334
2011-05-19,CCE1,8.070811400308674
2011-05-19,CCE2,7.995704166666667
2011-05-20,CCE1,8.072367904310196
2011-05-20,CCE2,7.9770125
2011-05-21,CCE1,8.06826285495694
2011-05-21,CCE2,7.943008333333334
2011-05-22,CCE1,8.0660517038964
2011-05-22,CCE2,7.991554166666667
2011-05-23,CCE1,8.070061242139055
2011-05-23,CCE2,7.948379166666666
2011-05-24,CCE1,8.071029050921052
2011-05-24,CCE2,7.8754791666666675
2011-05-25,CCE1,8.068269401691746
2011-05-25,CCE2,7.812045833333333
2011-05-26,CCE1,8.067461441143417
2011-05-26,CCE2,7.798920833333334
2011-05-27,CCE1,8.075511177107307
2011-05-27,CCE2,7.811083333333333
2011-05-28,CCE1,8.073544121955448
2011-05-28,CCE2,7.8131458333333335
2011-05-29,CCE1,8.070314238403446
2011-05-29,CCE2,7.8207458333333335
2011-05-30,CCE1,8.06917926234059
2011-05-30,CCE2,7.8090625
2011-05-31,CCE1,8.066100601293998
2011-05-31,CCE2,7.795279166666667
2011-06-01,CCE1,8.068559318407303
2011-06-01,CCE2,7.815054166666666
2011-06-02,CCE1,8.065999331634636
2011-06-02,CCE2,7.855025
2011-06-03,CCE1,8.06491758652673
2011-06-03,CCE2,7.875487499999999
2011-06-04,CCE1,8.070828537522788
2011-06-04,CCE2,7.884745833333334
2011-06-05,CCE1,8.067843362613822
2011-06-05,CCE2,7.919345833333334
2011-06-06,CCE1,8.073822878434013
2011-06-06,CCE2,7.930679166666667
2011-06-07,CCE1,8.066742807626092
2011-06-07,CCE2,7.929154166666667
2011-06-08,CCE1,8.067749888759954
2011-06-08,CCE2,7.921775
2011-06-09,CCE1,8.072444884719067
2011-06-09,CCE2,7.934366666666667
2011-06-10,CCE1,8.056531298723975
2011-06-10,CCE2,7.964875
2011-06-11,CCE1,8.056307429642885
2011-06-11,CCE2,7.9626166666666665
2011-06-12,CCE1,8.0690221631638
2011-06-12,CCE2,7.990408333333334
2011-06-13,CCE1,8.071855399733584
2011-06-13,CCE2,7.998529166666667
2011-06-14,CCE1,8.05506497888618
2011-06-14,CCE2,8.001524999999999
2011-06-15,CCE1,8.057117400954995
2011-06-15,CCE2,8.003958333333333
2011-06-16,CCE1,8.053383128740158
2011-06-16,CCE2,8.003354166666666
2011-06-17,CCE1,8.054738263260987
2011-06-17,CCE2,8.002558333333333
2011-06-18,CCE1,8.064579935161426
2011-06-18,CCE2,8.001833333333332
2011-06-19,CCE1,8.053854867010275
2011-06-19,CCE2,8.028595833333332
2011-06-20,CCE1,8.054751141162612
2011-06-20,CCE2,8.027391666666666
2011-06-21,CCE1,8.048039555855267
2011-06-21,CCE2,8.026654166666667
2011-06-22,CCE1,8.05662245483441
2011-06-22,CCE2,8.021133333333333
2011-06-23,CCE1,8.055973982215757
2011-06-23,CCE2,7.981704166666667
2011-06-24,CCE1,8.048088189089475
2011-06-24,CCE2,7.930375000000001
2011-06-25,CCE1,8.043251896207884
2011-06-25,CCE2,7.876425
2011-06-26,CCE1,8.041510999253205
2011-06-26,CCE2,7.901875
2011-06-27,CCE1,8.042557403418979
2011-06-27,CCE2,7.931829166666667
2011-06-28,CCE1,8.044161415187773
2011-06-28,CCE2,7.905458333333333
2011-06-29,CCE1,8.047142241846949
2011-06-29,CCE2,7.8966125
2011-06-30,CCE1,8.04473185700891
2011-06-30,CCE2,7.9299541666666675
2011-07-01,CCE1,8.045557858688104
2011-07-01,CCE2,7.946016666666666
2011-07-02,CCE1,8.050400310924939
2011-07-02,CCE2,7.942683333333334
2011-07-03,CCE1,8.046101373486456
2011-07-03,CCE2,7.9644
2011-07-04,CCE1,8.041151268032854
2011-07-04,CCE2,7.991516666666667
2011-07-05,CCE1,8.040116610705683
2011-07-05,CCE2,7.965595833333334
2011-07-06,CCE1,8.042594276800159
2011-07-06,CCE2,7.975775
2011-07-07,CCE1,8.039704401147763
2011-07-07,CCE2,7.968975
2011-07-08,CCE1,8.040211018234304
2011-07-08,CCE2,7.937429166666667
2011-07-09,CCE1,8.046435773229776
2011-07-09,CCE2,8.005858333333334
2011-07-10,CCE1,8.046846694883167
2011-07-10,CCE2,8.010166666666667
2011-07-11,CCE1,8.046849245497883
2011-07-11,CCE2,8.0064625
2011-07-12,CCE1,8.038810496394218
2011-07-12,CCE2,7.996908333333334
2011-07-13,CCE1,8.047359933401035
2011-07-13,CCE2,7.9823625
2011-07-14,CCE1,8.046244235355088
2011-07-14,CCE2,8.029016666666667
2011-07-15,CCE1,8.052539279633748
2011-07-15,CCE2,8.04395
2011-07-16,CCE1,8.047448809555275
2011-07-16,CCE2,8.02755
2011-07-17,CCE1,8.053836150743743
2011-07-17,CCE2,8.02965
2011-07-18,CCE1,8.051230647894934
2011-07-18,CCE2,8.0506125
2011-07-19,CCE1,8.04683638052164
2011-07-19,CCE2,8.041716666666668
2011-07-20,CCE1,8.052474711965582
2011-07-20,CCE2,8.0387125
2011-07-21,CCE1,8.054205792004971
2011-07-21,CCE2,8.038012499999999
2011-07-22,CCE1,8.04511997555345
2011-07-22,CCE2,8.02605
2011-07-23,CCE1,8.049674173957747
2011-07-23,CCE2,8.033758333333333
2011-07-24,CCE1,8.043973567973556
2011-07-24,CCE2,8.018208333333334
2011-07-25,CCE1,8.051226475566766
2011-07-25,CCE2,8.045320833333333
2011-07-26,CCE1,8.054576049690505
2011-07-26,CCE2,8.05085
2011-07-27,CCE1,8.043060383132532
2011-07-27,CCE2,8.036920833333333
2011-07-28,CCE1,8.051126200481395
2011-07-28,CCE2,8.016095833333333
2011-07-29,CCE1,8.049936738793354
2011-07-29,CCE2,8.003079166666668
2011-07-30,CCE1,8.061255990562769
2011-07-30,CCE2,8.010150000000001
2011-07-31,CCE1,8.04506370352687
2011-07-31,CCE2,8.038833333333333
2011-08-01,CCE1,8.049024377136757
2011-08-01,CCE2,8.079558333333333
2011-08-02,CCE1,8.056858298687244
2011-08-02,CCE2,8.0641375
2011-08-03,CCE1,8.058558535321833
2011-08-03,CCE2,8.033075
2011-08-04,CCE1,8.045486961549111
2011-08-04,CCE2,8.034845833333334
2011-08-05,CCE1,8.043712327975548
2011-08-05,CCE2,8.044254166666667
2011-08-06,CCE1,8.055955650505505
2011-08-06,CCE2,8.049070833333333
2011-08-07,CCE1,8.068866175973032
2011-08-07,CCE2,8.051433333333334
2011-08-08,CCE1,8.050412056569378
2011-08-08,CCE2,8.046829166666667
2011-08-09,CCE1,8.041419545016362
2011-08-09,CCE2,8.041508333333333
2011-08-10,CCE1,8.060504550884874
2011-08-10,CCE2,8.015483333333334
2011-08-11,CCE1,8.057752416851288
2011-08-11,CCE2,8.020070833333333
2011-08-12,CCE1,8.040970129829583
2011-08-12,CCE2,8.021637499999999
2011-08-13,CCE1,8.046661126982936
2011-08-13,CCE2,8.033025
2011-08-14,CCE1,8.049287029646857
2011-08-14,CCE2,7.985287499999999
2011-08-15,CCE1,8.047023656012906
2011-08-15,CCE2,7.964991666666666
2011-08-16,CCE1,8.051039940129003
2011-08-16,CCE2,7.970829166666667
2011-08-17,CCE1,8.052568779189759
2011-08-17,CCE2,7.989591666666667
2011-08-18,CCE1,8.052235827476403
2011-08-18,CCE2,7.9890291666666675
2011-08-19,CCE1,8.047920699170318
2011-08-19,CCE2,7.98895
2011-08-20,CCE1,8.053003026850119
2011-08-20,CCE2,7.984758333333333
2011-08-21,CCE1,8.046721602503336
2011-08-21,CCE2,7.978020833333333
2011-08-22,CCE1,8.052157038283072
2011-08-22,CCE2,8.000779166666666
2011-08-23,CCE1,8.046151398483042
2011-08-23,CCE2,8.013875
2011-08-24,CCE1,8.057043352531101
2011-08-24,CCE2,7.991366666666667
2011-08-25,CCE1,8.047370874850385
2011-08-25,CCE2,8.021895833333334
2011-08-26,CCE1,8.048155156961021
2011-08-26,CCE2,7.997016666666667
2011-08-27,CCE1,8.044750189981578
2011-08-27,CCE2,7.9436125
2011-08-28,CCE1,8.050388741975203
2011-08-28,CCE2,7.915195833333333
2011-08-29,CCE1,8.042863614093813
2011-08-29,CCE2,7.9308000000000005
2011-08-30,CCE1,8.04034403105842
2011-08-30,CCE2,7.924879166666667
2011-08-31,CCE1,8.04929893155
2011-08-31,CCE2,7.9285250000000005
2011-09-01,CCE1,8.042810252056407
2011-09-01,CCE2,7.9649
2011-09-02,CCE1,8.045675834020802
2011-09-02,CCE2,7.973895833333334
2011-09-03,CCE1,8.051350523447372
2011-09-03,CCE2,7.9552375
2011-09-04,CCE1,8.048276290663264
2011-09-04,CCE2,8.0208
2011-09-05,CCE1,8.052366118428049
2011-09-05,CCE2,8.046904166666666
2011-09-06,CCE1,8.054039756495987
2011-09-06,CCE2,8.009575
2011-09-07,CCE1,8.054599688190857
2011-09-07,CCE2,7.9676583333333335
2011-09-08,CCE1,8.049249512413574
2011-09-08,CCE2,7.9437999999999995
2011-09-09,CCE1,8.049464649350744
2011-09-09,CCE2,7.992925
2011-09-10,CCE1,8.053872948262518
2011-09-10,CCE2,7.9950875
2011-09-11,CCE1,8.056757010880288
2011-09-11,CCE2,7.939441666666667
2011-09-12,CCE1,8.050126276932671
2011-09-12,CCE2,7.962995833333333
2011-09-13,CCE1,8.054113340882312
2011-09-13,CCE2,8.0274125
2011-09-14,CCE1,8.053347418209329
2011-09-14,CCE2,8.047608333333333
2011-09-15,CCE1,8.05074885816641
2011-09-15,CCE2,8.027654166666666
2011-09-16,CCE1,8.051018951519941
2011-09-16,CCE2,8.028720833333333
2011-09-17,CCE1,8.045649091372413
2011-09-17,CCE2,8.027995833333334
2011-09-18,CCE1,8.047789259800199
2011-09-18,CCE2,8.023208333333333
2011-09-19,CCE1,8.054342237561473
2011-09-19,CCE2,8.0285125
2011-09-20,CCE1,8.056175066646642
2011-09-20,CCE2,8.026695833333333
2011-09-21,CCE1,8.057633677444764
2011-09-21,CCE2,8.032541666666667
2011-09-22,CCE1,8.061709225082486
2011-09-22,CCE2,8.0451125
2011-09-23,CCE1,8.05920026804227
2011-09-23,CCE2,8.0536875
2011-09-24,CCE1,8.061217159786992
2011-09-24,CCE2,8.035874999999999
2011-09-25,CCE1,8.057288003564969
2011-09-25,CCE2,8.034912499999999
2011-09-26,CCE1,8.057781503885504
2011-09-26,CCE2,8.035874999999999
2011-09-27,CCE1,8.056561102224867
2011-09-27,CCE2,8.035304166666666
2011-09-28,CCE1,8.052929925069387
2011-09-28,CCE2,8.037125
2011-09-29,CCE1,8.056776060015855
2011-09-29,CCE2,8.032991666666666
2011-09-30,CCE1,8.056627192127994
2011-09-30,CCE2,8.032874999999999
2011-10-01,CCE1,8.057829600139602
2011-10-01,CCE2,8.02875
2011-10-02,CCE1,8.064893473235331
2011-10-02,CCE2,8.0303625
2011-10-03,CCE1,8.066608559476625
2011-10-03,CCE2,8.0330875
