date,station,nitrate
2009-08-08,CCE1,1.852230824962669
2009-08-09,CCE1,1.8125669958162007
2009-08-10,CCE1,1.576236500003066
2009-08-11,CCE1,1.3369893375232644
2009-08-12,CCE1,1.1698255083767963
2009-08-13,CCE1,0.9509950125636615
2009-08-14,CCE1,0.59674785008386
2009-08-15,CCE1,0.7923159673511488
2009-08-16,CCE1,1.516806316330794
2009-08-17,CCE1,1.97605014058868
2009-08-18,CCE1,1.844877298179899
2009-08-19,CCE1,2.0732877891044517
2009-08-20,CCE1,2.0204444379545463
2009-08-21,CCE1,2.058621142292263
2009-08-22,CCE1,1.901144004555521
2009-08-23,CCE1,1.560804495480074
2009-08-24,CCE1,1.9362983197379597
2009-08-25,CCE1,1.8647088106625123
2009-08-26,CCE1,1.9456193015870646
2009-08-27,CCE1,1.743196459178284
2009-08-28,CCE1,1.69619028343617
2009-08-29,CCE1,1.7004341076940557
2009-08-30,CCE1,1.026779549024767
2009-08-31,CCE1,1.3579621623664657
2009-09-01,CCE1,1.1064210517293043
2009-09-02,CCE1,1.62029660775881
2009-09-03,CCE1,1.554588830454982
2009-09-04,CCE1,1.5522143864844873
2009-09-05,CCE1,1.1098399425139926
2009-09-06,CCE1,1.541215498543498
2009-09-07,CCE1,1.5717577212396703
2009-09-08,CCE1,1.2268832772691756
2009-09-09,CCE1,1.1399254999653476
2009-09-10,CCE1,1.2592177226615198
2009-09-11,CCE1,1.198509945357692
2009-09-12,CCE1,1.1490521680538637
2009-09-13,CCE1,1.1350110574167027
2009-09-14,CCE1,1.0255532801128746
2009-09-15,CCE1,1.0365121694757133
2009-09-16,CCE1,1.039971058838552
2009-09-17,CCE1,1.053429948201391
2009-09-18,CCE1,1.016055504230896
2009-09-19,CCE1,1.0240977269270684
2009-09-20,CCE1,1.004595406548631
2009-09-21,CCE1,1.0818488389860792
2009-09-22,CCE1,1.1223910616822512
2009-09-23,CCE1,1.0262666177117565
2009-09-24,CCE1,1.0272255070745955
2009-09-25,CCE1,0.831934396437434
2009-09-26,CCE1,0.9620599524669395
2009-09-27,CCE1,1.1421855084964447
2009-09-28,CCE1,1.088977731192617
2009-09-29,CCE1,1.125769953888789
2009-09-30,CCE1,0.9083955099182943
2009-10-01,CCE1,0.8170348278457467
2009-10-02,CCE1,0.8138091454177364
2009-10-03,CCE1,1.0254758120844032
2009-10-04,CCE1,1.1758924787510698
2009-10-05,CCE1,0.9988091454177365
2009-10-06,CCE1,1.2867258120844032
2009-10-07,CCE1,1.4346424787510699
2009-10-08,CCE1,1.6367258120844033
2009-10-09,CCE1,2.238809145417737
2009-10-10,CCE1,2.3188091454177364
2009-10-11,CCE1,1.4492258120844033
2009-10-12,CCE1,0.6664206686711531
2009-10-13,CCE1,0.9789481205880403
2009-10-14,CCE1,1.0681444238258617
2009-10-15,CCE1,1.0490073937303497
2009-10-16,CCE1,1.0898703636348377
2009-10-17,CCE1,1.287816666872659
2009-10-18,CCE1,1.0857629701104805
2009-10-19,CCE1,1.219542606681635
2009-10-20,CCE1,1.2229017970315044
2009-10-21,CCE1,1.1458518798239445
2009-10-22,CCE1,1.1067148497284325
2009-10-23,CCE1,0.7504944862995871
2009-10-24,CCE1,0.6726074562040752
2009-10-25,CCE1,0.6826370927752299
2009-10-26,CCE1,0.9151667293463847
2009-10-27,CCE1,0.7064463659175392
2009-10-28,CCE1,0.6684920450114552
2009-10-29,CCE1,0.7548137203903375
2009-10-30,CCE1,0.802153013249356
2009-10-31,CCE1,0.7011589727750412
2009-11-01,CCE1,0.7580815989673931
2009-11-02,CCE1,0.9175042251597451
2009-11-03,CCE1,0.9760935180187635
2009-11-04,CCE1,0.8334328108777821
2009-11-05,CCE1,0.49910543707013394
2009-11-06,CCE1,0.6272780632624858
2009-11-07,CCE1,0.7146173561215043
2009-11-08,CCE1,0.7186233156471896
2009-11-09,CCE1,0.7609626085062082
2009-11-10,CCE1,1.0565274536052032
2009-11-11,CCE1,1.2809640449470334
2009-11-12,CCE1,1.2493974698137327
2009-11-13,CCE1,1.2049142280137652
2009-11-14,CCE1,1.0075143195471312
2009-11-15,CCE1,0.8442810777471639
2009-11-16,CCE1,0.7631311692805297
2009-11-17,CCE1,0.625314594147229
2009-11-18,CCE1,0.6941646856805951
2009-11-19,CCE1,0.6692647772139609
2009-11-20,CCE1,0.755981718265384
2009-11-21,CCE1,0.684552343376288
2009-11-22,CCE1,0.4389877168463132
2009-11-23,CCE1,0.5556543835129799
2009-11-24,CCE1,0.5153210501796466
2010-01-17,CCE2,0.6613044747082056
2010-01-18,CCE2,0.8383311348708984
2010-01-19,CCE2,1.6383306107793691
2010-01-20,CCE2,2.255009741432119
2010-01-21,CCE2,2.2957670625963105
2010-01-22,CCE2,2.356016538504781
2010-01-23,CCE2,2.489141014413252
2010-01-24,CCE2,2.575515490321723
2010-01-25,CCE2,2.464577466230193
2010-01-26,CCE2,2.438889442138664
2010-01-27,CCE2,2.441388918047134
2010-01-28,CCE2,2.3352633939556053
2010-01-29,CCE2,1.8400128698640756
2010-01-30,CCE2,1.4190123457725463
2010-01-31,CCE2,1.3568868216810173
2010-02-01,CCE2,1.9478862975894882
2010-02-02,CCE2,1.6781357734979587
2010-02-03,CCE2,1.748697749406429
2010-02-04,CCE2,1.5140097253149
2010-02-05,CCE2,1.5357592012233707
2010-02-06,CCE2,1.7589461771318415
2010-02-07,CCE2,2.333445653040312
2010-02-08,CCE2,2.874257628948783
2010-02-09,CCE2,3.0025696048572534
2010-02-10,CCE2,2.8352565807657237
2010-02-11,CCE2,2.9243810566741946
2010-02-12,CCE2,2.3067555325826654
2010-02-13,CCE2,2.279005008491136
2010-02-14,CCE2,1.9652544843996065
2010-02-15,CCE2,2.1458164603080774
2010-02-16,CCE2,3.095003436216548
2010-02-17,CCE2,1.5877529121250185
2010-02-18,CCE2,0.4228773880334891
2010-02-19,CCE2,0.589158796412784
2010-02-20,CCE2,0.7996028482719365
2010-02-21,CCE2,1.2049567083903505
2010-02-22,CCE2,1.4389543972785637
2010-02-23,CCE2,1.591827086166777
2010-02-24,CCE2,1.77769977505499
2010-02-25,CCE2,1.3860724639432034
2010-02-26,CCE2,0.7125701528314164
2010-02-27,CCE2,0.5526303417196297
2010-02-28,CCE2,0.931690530607843
2010-03-01,CCE2,0.9030632194960563
2010-03-02,CCE2,0.6214359083842693
2010-03-03,CCE2,0.4676835972724825
2010-03-04,CCE2,0.6819655928062597
2010-03-05,CCE2,0.678541850953255
2010-03-06,CCE2,0.9396175639668031
2010-03-07,CCE2,0.767269138006532
2010-03-08,CCE2,1.083643989993899
2010-03-09,CCE2,1.682969703007447
2010-03-10,CCE2,3.2832954160209953
2010-03-11,CCE2,3.540933629034543
2010-03-12,CCE2,1.7814468420480911
2010-03-13,CCE2,1.216147555061639
2010-03-14,CCE2,7.734848268075187
2010-03-15,CCE2,8.395361481088736
2010-03-16,CCE2,2.092575555128464
2010-03-17,CCE2,2.8131608683458444
2010-03-18,CCE2,14.55415112012938
2010-03-19,CCE2,11.933226833142928
2010-03-20,CCE2,10.26166776929125
2010-03-21,CCE2,8.598503259170023
2010-03-22,CCE2,3.586590572960236
2010-03-23,CCE2,5.74090468519712
2010-03-24,CCE2,4.008917898210667
2010-03-25,CCE2,7.554868611224215
2010-03-26,CCE2,5.8084443242377635
2010-03-27,CCE2,5.473457537251312
2010-03-28,CCE2,8.08440825026486
2010-03-29,CCE2,5.570046463278408
2010-03-30,CCE2,7.4199346762919545
2010-03-31,CCE2,4.4339433931888275
2010-04-01,CCE2,3.4464203753494376
2010-04-02,CCE2,5.703875857445125
2010-04-03,CCE2,6.11175610298933
2010-04-04,CCE2,5.306886348533537
2010-04-05,CCE2,6.669016594077743
2010-04-06,CCE2,7.645459339621949
2010-04-07,CCE2,9.177402085166156
2010-04-08,CCE2,6.365719830710361
2010-04-09,CCE2,7.203975076254568
2010-04-10,CCE2,6.842542821798773
2010-04-11,CCE2,3.48979806734298
2010-04-12,CCE2,2.3074908128871856
2010-04-13,CCE2,3.3891210584313924
2010-04-14,CCE2,4.8186263039755985
2010-04-15,CCE2,4.221381549519805
2010-04-16,CCE2,4.412011795064011
2010-04-17,CCE2,2.6192045406082167
2010-04-18,CCE2,1.1240575369026897
2010-04-19,CCE2,3.2511847511544256
2010-04-20,CCE2,3.812331812168489
2010-04-21,CCE2,3.774417979449806
2010-04-22,CCE2,5.315128343597496
2010-04-23,CCE2,3.100713707745186
2010-04-24,CCE2,1.2871115718928754
2010-04-25,CCE2,1.9423219360405652
2010-04-26,CCE2,2.8402198001882555
2010-04-27,CCE2,3.389555164335946
2010-04-28,CCE2,2.0283280284836356
2010-04-29,CCE2,0.6574289141619476
2010-04-30,CCE2,2.541505866182158
2010-05-01,CCE2,4.864437842574358
2010-05-02,CCE2,9.753119818966558
2010-05-03,CCE2,6.327176795358758
2010-05-04,CCE2,5.663608771750958
2010-05-05,CCE2,5.595415748143159
2010-05-06,CCE2,9.760160224535358
2010-05-07,CCE2,9.012717200927558
2010-05-08,CCE2,9.387274177319759
2010-05-09,CCE2,6.690081153711958
2010-05-10,CCE2,3.653950630104158
2010-05-11,CCE2,3.9721326064963587
2010-05-12,CCE2,6.509564582888559
2010-05-13,CCE2,11.290309059280759
2010-05-14,CCE2,16.37630353567296
2010-05-15,CCE2,16.61611051206516
2010-05-16,CCE2,17.17904248845736
2010-05-17,CCE2,15.933849464849558
2010-05-18,CCE2,13.724093941241758
2010-05-19,CCE2,14.629400917633959
2010-05-20,CCE2,10.835532883622099
2010-05-21,CCE2,11.63232737041836
2010-05-22,CCE2,10.977009346810558
2010-05-23,CCE2,10.739003823202758
2010-05-24,CCE2,9.888435799594959
2010-05-25,CCE2,6.013555275987159
2010-05-26,CCE2,1.1032997523793584
2010-05-27,CCE2,3.0254192287715584
2010-05-28,CCE2,2.4113512051637582
2010-05-29,CCE2,4.963220681555959
2010-05-30,CCE2,8.68452765794816
2010-05-31,CCE2,9.13333463434036
2010-06-01,CCE2,8.84789161073256
2010-06-02,CCE2,9.080136087124759
2010-06-03,CCE2,11.82106806351696
2010-06-04,CCE2,9.357625039909157
2010-06-05,CCE2,7.352057016301359
2010-06-06,CCE2,9.103676492693559
2010-06-07,CCE2,10.954983469085759
2010-06-08,CCE2,11.11847794547796
2010-06-09,CCE2,11.126597421870159
2010-06-10,CCE2,9.34927939826236
2010-06-11,CCE2,11.187523874654559
2010-06-12,CCE2,12.28120585104676
2010-06-13,CCE2,11.456762827438958
2010-06-14,CCE2,6.157382303831159
2010-06-15,CCE2,2.3107906195222028
2010-06-16,CCE2,5.89826858377485
2010-06-17,CCE2,4.03216409903998
2010-06-18,CCE2,4.80262211430511
2010-06-19,CCE2,6.126517629570239
2010-06-20,CCE2,14.489760409182297
2010-06-21,CCE2,13.0313086601005
2010-06-22,CCE2,9.46914167536563
2010-06-23,CCE2,3.92628719063076
2010-06-24,CCE2,4.76962020589589
2010-06-25,CCE2,6.25095322116102
2010-06-26,CCE2,7.956411236426151
2010-06-27,CCE2,6.31718175169128
2010-06-28,CCE2,8.51626476695641
2010-06-29,CCE2,6.577285282221541
2010-06-30,CCE2,4.871120007092098
2010-07-01,CCE2,5.009326312751801
2010-07-02,CCE2,7.8505343280169315
2010-07-03,CCE2,8.39824234328206
2010-07-04,CCE2,8.327887858547191
2010-07-05,CCE2,6.624720873812321
2010-07-06,CCE2,5.683303889077451
2010-07-07,CCE2,6.837386904342582
2010-07-08,CCE2,8.30496991960771
2010-07-09,CCE2,3.2612404348728417
2010-07-10,CCE2,4.576885950137972
2010-07-11,CCE2,4.614468965403102
2010-07-12,CCE2,7.897051980668232
2010-07-13,CCE2,6.387072495933362
2010-07-14,CCE2,7.466183246851564
2010-07-15,CCE2,3.1620630334193107
2010-07-16,CCE2,2.915332892735401
2010-07-17,CCE2,3.6399458775314457
2010-07-18,CCE2,3.2143713623274897
2010-07-19,CCE2,2.7929218471235346
2010-07-20,CCE2,6.424327049719332
2010-07-21,CCE2,6.6772728167156234
2010-07-22,CCE2,6.523260801511667
2010-07-23,CCE2,6.685498786307712
2010-07-24,CCE2,4.367924271103757
2010-07-25,CCE2,0.9116346618330518
2010-07-26,CCE2,0.1302544860958101
2010-07-27,CCE2,1.53263822549189
2010-07-28,CCE2,2.5908911699736135
2010-07-29,CCE2,1.5600635731636021
2010-07-30,CCE2,1.79343416238051
2010-07-31,CCE2,1.8007886475913326
2010-08-01,CCE2,1.6830181328021556
2010-08-02,CCE2,3.6930601180129785
2010-08-03,CCE2,4.432602103223802
2010-08-04,CCE2,5.150144088434625
2010-08-05,CCE2,2.747123573645448
2010-08-06,CCE2,4.968228058856271
2010-08-07,CCE2,10.294770044067095
2010-08-08,CCE2,8.481624529277916
2010-08-09,CCE2,8.22910401448874
2010-08-10,CCE2,7.078020999699563
2010-08-11,CCE2,3.124687984910385
2010-08-12,CCE2,2.816908933482599
2010-08-13,CCE2,1.847584455332031
2010-08-14,CCE2,0.7900057491833176
2010-08-15,CCE2,1.1963972355593664
2010-08-16,CCE2,2.543993048649268
2010-08-17,CCE2,3.099588861739171
2010-08-18,CCE2,2.862497174829073
2010-08-19,CCE2,3.2627179879189754
2010-08-20,CCE2,3.450936976826996
2010-08-21,CCE2,4.01503461409878
2010-08-22,CCE2,5.484317927188682
2010-08-23,CCE2,11.349476240278584
2010-08-24,CCE2,12.794697053368486
2010-08-25,CCE2,12.50810536645839
2010-08-26,CCE2,7.831138679548291
2010-08-27,CCE2,4.976046992638193
2010-08-28,CCE2,4.676392805728095
2010-08-29,CCE2,3.4878011188179974
2010-08-30,CCE2,1.8145219319078993
2010-08-31,CCE2,4.238055244997802
2010-09-01,CCE2,5.307901058087704
2010-09-02,CCE1,4.289054316660751
2010-09-02,CCE2,2.2218093711776064
2010-09-03,CCE1,3.6140821421002225
2010-09-03,CCE2,1.501405184267508
2010-09-04,CCE1,3.8292394224686794
2010-09-04,CCE2,1.7868134973574106
2010-09-05,CCE1,3.7295355917260244
2010-09-05,CCE2,2.3300343104473127
2010-09-06,CCE1,1.3607883034023427
2010-09-06,CCE2,5.549005123537214
2010-09-07,CCE1,1.6456346637823718
2010-09-07,CCE2,4.3274134366271175
2010-09-08,CCE1,5.231337397929695
2010-09-08,CCE2,4.1625092497170195
2010-09-09,CCE1,2.9026790209659072
2010-09-09,CCE2,5.919167562806922
2010-09-10,CCE1,2.0879650884465644
2010-09-10,CCE2,6.085638375896824
2010-09-11,CCE1,1.7558900448161099
2010-09-11,CCE2,3.619671688986726
2010-09-12,CCE1,1.7212594456301
2010-09-12,CCE2,3.115830002076628
2010-09-13,CCE1,4.252656624221868
2010-09-13,CCE2,2.9901133151665302
2010-09-14,CCE1,5.144776025035857
2010-09-14,CCE2,2.1817091282564327
2010-09-15,CCE1,4.200728759183181
2010-09-15,CCE2,1.3624611303362382
2010-09-16,CCE1,4.747820382219394
2010-09-16,CCE2,5.411122094426792
2010-09-17,CCE1,4.900078671922272
2010-09-17,CCE2,11.034735030261785
2010-09-18,CCE1,4.374503628291818
2010-09-18,CCE2,7.669972966096779
2010-09-19,CCE1,4.751706362439142
2010-09-19,CCE2,7.102648401931773
2010-09-20,CCE1,4.326825763253132
2010-09-20,CCE2,6.633296298042167
2010-09-21,CCE1,3.9858618307337887
2010-09-21,CCE2,6.085561773601759
2010-09-22,CCE1,3.0985410625568477
2010-09-22,CCE2,6.3796747094367525
2010-09-23,CCE1,3.350482658658073
2010-09-23,CCE2,7.073225145271746
2010-09-24,CCE1,4.659532139277257
2010-09-24,CCE2,6.5574630811067385
2010-09-25,CCE1,4.607553842118663
2010-09-25,CCE2,5.562513516941732
2010-09-26,CCE1,4.0864922116267355
2010-09-26,CCE2,6.107563952776726
2010-09-27,CCE1,3.7716528033570302
2010-09-27,CCE2,5.640614388611719
2010-09-28,CCE1,5.227076185192407
2010-09-28,CCE2,12.197164824446713
2010-09-29,CCE1,5.85548067813927
2010-09-29,CCE2,10.187465260281705
2010-09-30,CCE1,3.8883634920917873
2010-09-30,CCE2,5.870206212157951
2010-10-01,CCE1,3.5641351949331934
2010-10-02,CCE1,4.387295786663488
2010-10-03,CCE1,5.415456378393784
2010-10-04,CCE1,6.534478081235189
2010-10-05,CCE1,6.531277561854374
2010-10-06,CCE1,7.265243709140225
2010-10-07,CCE1,7.430182078648297
2010-10-08,CCE1,7.126342670378592
2010-10-09,CCE1,7.4455310398866645
2010-10-10,CCE1,6.954024964950293
2010-10-11,CCE1,4.851074445569477
2010-10-12,CCE1,5.96151281507755
2010-10-13,CCE1,6.4987289623634
2010-10-14,CCE1,7.395667331871473
2010-10-15,CCE1,5.337966812490657
2010-10-16,CCE1,4.38326629310984
2010-10-17,CCE1,3.535676884840136
2010-10-18,CCE1,2.3063930321259862
2010-10-19,CCE1,1.7406091794118368
2010-10-20,CCE1,1.1119642155865768
2010-10-21,CCE1,1.0433470295390936
2010-10-22,CCE1,1.4999798434916112
2010-10-23,CCE1,0.8694006294051105
2011-03-05,CCE2,3.604005621992765
2011-03-06,CCE1,3.6235412193763152
2011-03-06,CCE2,4.345415813733558
2011-03-07,CCE1,3.7724831924517663
2011-03-07,CCE2,5.380522120518825
2011-03-08,CCE1,2.6322444856858227
2011-03-08,CCE2,8.108406205081872
2011-03-09,CCE1,2.465790501142101
2011-03-09,CCE2,9.66262362297825
2011-03-10,CCE1,2.9078087388206018
2011-03-10,CCE2,8.088202151985742
2011-03-11,CCE1,3.6662853098324355
2011-03-11,CCE2,10.601252903215455
2011-03-12,CCE1,2.6314632697331586
2011-03-12,CCE2,11.687609210000723
2011-03-13,CCE1,2.3668669240783258
2011-03-13,CCE2,10.095132183452657
2011-03-14,CCE1,2.583017106201271
2011-03-14,CCE2,14.899571823571259
2011-03-15,CCE1,2.4765804827686604
2011-03-15,CCE2,16.436928130356527
2011-03-16,CCE1,2.627748026002716
2011-03-16,CCE2,17.65158999269735
2011-03-17,CCE1,2.7660683470145506
2011-03-17,CCE2,16.90758518837151
2011-03-18,CCE1,2.4811074180263843
2011-03-18,CCE2,17.661191495156775
2011-03-19,CCE1,2.9590631557048845
2011-03-19,CCE2,17.527825579719824
2011-03-20,CCE1,2.4003695878278295
2011-03-20,CCE2,16.140626330949534
2011-03-21,CCE1,2.352196853284108
2011-03-21,CCE2,12.180593748845915
2011-03-22,CCE1,3.1092150909626084
2011-03-22,CCE2,7.547061166742293
2011-03-23,CCE1,3.7269277730855532
2011-03-23,CCE2,5.97230636241645
2011-03-24,CCE1,4.23825156631961
2011-03-24,CCE2,5.787218224757274
2011-03-25,CCE1,4.515577597937197
2011-03-25,CCE2,6.058713420431431
2011-03-26,CCE1,4.513294986121055
2011-03-26,CCE2,4.654125282772255
2011-03-27,CCE1,3.742639612688445
2011-03-27,CCE2,3.518648256224189
2011-03-28,CCE1,4.067522433700279
2011-03-28,CCE2,3.3782823407872353
2011-03-29,CCE1,1.9553392824898905
2011-03-29,CCE2,4.356999758683615
2011-03-30,CCE1,1.5858818257239469
2011-03-30,CCE2,5.04788384324666
2011-03-31,CCE1,1.4724660356246695
2011-03-31,CCE2,2.677545705587484
2011-04-01,CCE1,1.4992412177476144
2011-04-01,CCE2,1.157457567928308
2011-04-02,CCE1,1.3878045943150041
2011-04-02,CCE2,0.4977305413802427
2011-04-03,CCE1,1.3949790819935048
2011-04-03,CCE2,0.4458090703877335
2011-04-04,CCE1,1.5364938474497831
2011-04-04,CCE2,1.0058598216174461
2011-04-05,CCE1,1.2183905573505056
2011-04-05,CCE2,0.516216128402714
2011-04-06,CCE1,1.3978914339178952
2011-04-06,CCE2,1.224322435187982
2011-04-07,CCE1,1.4929999493741735
2011-04-07,CCE2,5.5768731864176955
2011-04-08,CCE1,1.401841103719341
2011-04-08,CCE2,9.998118382091851
2011-04-09,CCE1,1.507105869175619
2011-04-09,CCE2,9.366641355543786
2011-04-10,CCE1,1.5158602179652307
2011-04-10,CCE2,10.59505321788461
2011-04-11,CCE1,1.294076372310398
2011-04-11,CCE2,10.080076191336547
2011-04-12,CCE1,1.5281779433222322
2011-04-12,CCE2,12.891515831455147
2011-04-13,CCE1,1.4968975698896214
2011-04-13,CCE2,13.246899916018194
2011-04-14,CCE1,1.2095408075681222
2011-04-14,CCE2,11.789895111692351
2011-04-15,CCE1,1.170968767468845
2011-04-15,CCE2,13.70597364069984
2011-04-16,CCE1,0.8024661718140121
2011-04-16,CCE2,13.633746614151775
2011-04-17,CCE1,0.6266719094925128
2011-04-17,CCE2,18.07326958760371
2011-04-18,CCE1,0.4048880638376797
2011-04-18,CCE2,22.880292561055644
2011-04-19,CCE1,0.4078090792939583
2011-04-19,CCE2,20.00606553450758
2011-04-20,CCE1,0.848091205861348
2011-04-20,CCE2,19.868838507959516
2011-04-21,CCE1,1.0267934713176265
2011-04-21,CCE2,18.24722259252256
2011-04-22,CCE1,0.6814158756627937
2011-04-22,CCE2,15.053995565974496
2011-04-23,CCE1,0.5655000855635165
2011-04-23,CCE2,14.12251853942643
2011-04-24,CCE1,0.4096537399086835
2011-04-24,CCE2,14.113458179545033
2011-04-25,CCE1,1.717907096634803
2011-04-25,CCE2,11.859786708552521
2011-04-26,CCE1,2.4003916041545734
2011-04-26,CCE2,11.011754126448901
2011-04-27,CCE1,2.093920258499741
2011-04-27,CCE2,11.684527099900835
2011-04-28,CCE1,1.9945148850671301
2011-04-28,CCE2,11.168994517797216
2011-04-29,CCE1,1.8782692338567424
2011-04-29,CCE2,11.057906380138038
2011-04-30,CCE1,1.9864680270907982
2011-04-30,CCE2,13.643707131367753
2011-05-01,CCE1,2.1434168203248545
2011-05-01,CCE2,12.097702327041908
2011-05-02,CCE1,1.5862510302255772
2011-05-02,CCE2,12.66416974493829
2011-05-03,CCE1,1.2981130179040778
2011-05-03,CCE2,12.69999827394578
2011-05-04,CCE1,1.470999311138134
2011-05-04,CCE2,11.989410136286603
2011-05-05,CCE1,1.88857310437219
2011-05-05,CCE2,8.392988665294093
2011-05-06,CCE1,1.882605230939579
2011-05-06,CCE2,6.235039416523805
2011-05-07,CCE1,1.874206801951413
2011-05-07,CCE2,7.206340167753518
2011-05-08,CCE1,2.468742400741025
2011-05-08,CCE2,5.250196474538787
2011-05-09,CCE1,4.269562721752859
2011-05-09,CCE2,5.438969447990722
2011-05-10,CCE1,3.6924663760980265
2011-05-10,CCE2,6.638853532553767
2011-05-11,CCE1,2.274703363776527
2011-05-11,CCE2,6.495182061561258
2011-05-12,CCE1,1.560929934788361
2011-05-12,CCE2,6.853371701679859
2011-05-13,CCE1,1.4986947002446394
2011-05-13,CCE2,7.224172452909571
2011-05-14,CCE1,1.5761296045898068
2011-05-14,CCE2,8.380334315250396
2011-05-15,CCE1,1.480429092268307
2011-05-15,CCE2,9.936273955368998
2011-05-16,CCE1,1.541461913280141
2011-05-16,CCE2,9.78707470659871
2011-05-17,CCE1,1.4942155676253084
2011-05-17,CCE2,7.508097680050644
2011-05-18,CCE1,1.4432650553038089
2011-05-18,CCE2,8.130759542391468
2011-05-19,CCE1,1.3906478763156433
2011-05-19,CCE2,9.597476960287848
2011-05-20,CCE1,1.3779959751052546
2011-05-20,CCE2,10.409944378184226
2011-05-21,CCE1,1.4292850461170887
2011-05-21,CCE2,12.209439573858383
2011-05-22,CCE1,1.479567172684478
2011-05-22,CCE2,10.75160143619921
2011-05-23,CCE1,1.5003180492518675
2011-05-23,CCE2,13.632957742984479
2011-05-24,CCE1,1.4959994813748125
2011-05-24,CCE2,17.2288696053253
2011-05-25,CCE1,1.4955003579422017
2011-05-25,CCE2,20.620309245443902
2011-05-26,CCE1,1.4906609567318132
2011-05-26,CCE2,21.312609996673615
2011-05-27,CCE1,1.4368389166325366
2011-05-27,CCE2,19.997438525681105
2011-05-28,CCE1,1.4418849320888147
2011-05-28,CCE2,19.970128165799707
2011-05-29,CCE1,1.4675837253228712
2011-05-29,CCE2,20.027484472584973
2011-05-30,CCE1,1.4816158518902602
2011-05-30,CCE2,21.071924112703574
2011-05-31,CCE1,1.53252297845765
2011-05-31,CCE2,21.953058197266625
2011-06-01,CCE1,1.5372321883583726
2011-06-01,CCE2,20.490192281829668
2011-06-02,CCE1,1.5849448704813172
2011-06-02,CCE2,17.912298588614934
2011-06-03,CCE1,1.5967721359375961
2011-06-03,CCE2,17.12084933984465
2011-06-04,CCE1,1.533981345838319
2011-06-04,CCE2,16.18631675774103
