date,scientific_name,larvae_count,larvae_10m2,latitude,longitude
1951-05-09,Engraulis mordax,177.0,58.29,29.546388500000003,-117.214444
1951-05-09,Sardinops sagax,173.0,121.11333333333333,30.131110666666668,-117.844444
1951-05-10,Engraulis mordax,205.0,166.76,29.143888333333333,-115.74444433333333
1951-05-10,Sardinops sagax,380.0,115.76499999999999,30.239999666666666,-117.64583316666666
1951-05-11,Engraulis mordax,3.0,5.88,27.308333,-114.858333
1951-05-11,Sardinops sagax,47.0,46.01,28.8291665,-117.16666649999999
1951-05-12,Engraulis mordax,104.0,30.924,29.4023328,-117.09166639999998
1951-05-12,Sardinops sagax,4.0,3.33,26.666666,-115.32333299999999
1951-05-13,Engraulis mordax,56.0,23.9425,26.275833,-114.33708275000001
1951-05-13,Sardinops sagax,843.0,366.805,26.275833,-114.33708275000001
1951-05-14,Sardinops sagax,21.0,41.16,32.408333,-119.958333
1951-05-15,Engraulis mordax,239.0,63.81999999999999,29.82357114285714,-116.57666614285714
1951-05-15,Sardinops sagax,351.0,130.75,26.884666199999998,-114.51766640000001
1951-05-16,Engraulis mordax,7.0,6.510000000000001,24.8316665,-113.705
1951-05-16,Sardinops sagax,14.0,13.02,24.8316665,-113.705
1951-05-30,Engraulis mordax,3.0,5.25,32.833333,-117.525
1951-05-31,Engraulis mordax,685.0,468.896,29.530666200000002,-116.2263332
1951-05-31,Sardinops sagax,683.0,260.52750000000003,28.471666250000002,-115.98499975
1951-06-01,Engraulis mordax,66.0,32.2275,25.801249499999997,-114.765833
1951-06-01,Sardinops sagax,75.0,24.27,28.263332833333333,-117.12166633333334
1951-06-02,Engraulis mordax,25.0,12.5275,25.07041625,-114.00874974999999
1951-06-02,Sardinops sagax,22.0,10.886666666666668,25.129999666666667,-113.647222
1951-06-06,Engraulis mordax,10.0,5.846666666666667,30.69166633333333,-117.79166633333334
1951-06-06,Sardinops sagax,55.0,25.497500000000002,29.51041625,-116.65624975
1951-06-07,Engraulis mordax,117.0,53.384,28.9759998,-116.21666640000001
1951-06-07,Sardinops sagax,160.0,58.74666666666667,28.541944333333333,-115.72777766666667
1951-06-08,Engraulis mordax,11.0,5.213333333333334,31.7549995,-119.156944
1951-06-08,Sardinops sagax,2.0,3.9299999999999997,23.458333,-111.958333
1951-06-09,Engraulis mordax,13.0,7.3933333333333335,28.727777333333336,-116.07222200000001
1951-06-09,Sardinops sagax,4.0,7.55,25.254165999999998,-112.958333
1951-06-10,Engraulis mordax,1.0,2.43,26.255,-118.5
1951-06-10,Sardinops sagax,10.0,7.113333333333333,29.268333333333334,-117.56666666666666
1951-06-12,Engraulis mordax,72.0,48.504999999999995,30.0754165,-120.0766665
1951-06-12,Sardinops sagax,5.0,4.335,31.0741665,-122.77083300000001
1951-06-20,Engraulis mordax,41.0,77.49,33.408333,-117.916666
1951-06-20,Sardinops sagax,29.0,27.21,33.295833,-118.154166
1951-06-29,Engraulis mordax,4.0,3.5,25.6374995,-115.079166
1951-06-29,Sardinops sagax,1.0,1.78,25.808333,-114.766666
1951-06-30,Engraulis mordax,7.0,5.945,26.1124995,-113.4666665
1951-06-30,Sardinops sagax,5.0,4.915,26.1124995,-113.4666665
1951-07-01,Engraulis mordax,87.0,153.12,26.366666,-115.141666
1951-07-02,Engraulis mordax,2.0,1.4649999999999999,25.5999995,-114.42916650000001
1951-07-03,Engraulis mordax,26.0,14.583333333333334,30.46666666666667,-117.26388866666667
1951-07-03,Sardinops sagax,54.0,52.92,28.05,-114.9
1951-07-04,Engraulis mordax,18.0,17.955,27.383333,-116.2
1951-07-04,Sardinops sagax,1.0,2.06,27.216666,-116.525
1951-07-05,Engraulis mordax,1.0,1.75,32.366666,-119.916666
1951-07-06,Engraulis mordax,34.0,28.62,33.283333,-118.158333
1951-07-06,Sardinops sagax,12.0,19.8,33.166666,-118.383333
1951-07-08,Engraulis mordax,146.0,80.28666666666666,34.461110999999995,-122.961111
1951-07-11,Engraulis mordax,23.0,20.42,34.7249995,-121.6541665
1951-07-12,Engraulis mordax,21.0,22.76,37.12777766666667,-124.12777733333333
1951-07-13,Engraulis mordax,3.0,3.59,37.841666000000004,-123.966666
1951-07-18,Engraulis mordax,1.0,9.2,41.05,-126.15
1951-08-01,Engraulis mordax,21.0,30.245,34.2375,-120.970833
1951-08-02,Engraulis mordax,32.0,14.35,31.1937495,-118.4354165
1951-08-03,Engraulis mordax,88.0,39.715999999999994,34.416666199999995,-119.3336662
1951-08-03,Sardinops sagax,7.0,17.01,26.391666,-115.133333
1951-08-04,Engraulis mordax,56.0,32.76,32.133333,-119.07944400000001
1951-08-04,Sardinops sagax,256.0,193.24,26.708333,-113.795833
1951-08-05,Engraulis mordax,3.0,2.606666666666667,31.258332999999997,-119.244444
1951-08-05,Sardinops sagax,2.0,2.425,25.641666,-115.095833
1951-08-06,Engraulis mordax,3.0,14.07,25.583333,-113.933333
1951-08-06,Sardinops sagax,1.0,2.45,26.075,-112.8
1951-08-07,Engraulis mordax,8.0,10.33,31.599999500000003,-117.9624995
1951-08-07,Sardinops sagax,1.0,2.14,25.35,-112.766666
1951-08-08,Engraulis mordax,103.0,45.56999999999999,32.459444,-117.23888866666668
1951-08-09,Engraulis mordax,1.0,1.51,38.5,-123.366666
1951-08-10,Engraulis mordax,23.0,11.06,35.223749749999996,-120.59666625
1951-08-11,Engraulis mordax,330.0,238.22833333333332,29.412499999999998,-115.59583333333335
1951-08-11,Sardinops sagax,324.0,287.2333333333333,28.2,-114.59166666666665
1951-08-12,Engraulis mordax,38.0,22.790000000000003,29.069444,-115.17499966666666
1951-08-12,Sardinops sagax,4.0,2.83,29.133333,-115.033333
1951-08-13,Engraulis mordax,1.0,2.9,28.083333,-117.083333
1951-08-15,Engraulis mordax,1.0,2.7,41.07,-124.341666
1951-08-30,Engraulis mordax,1.0,1.62,35.073333,-120.866666
1951-08-31,Engraulis mordax,119.0,71.99333333333333,28.211110666666666,-114.57333333333334
1951-08-31,Sardinops sagax,31.0,18.643333333333334,28.211110666666666,-114.57333333333334
1951-09-02,Engraulis mordax,14.0,8.116666666666667,29.818333,-115.65666633333335
1951-09-02,Sardinops sagax,1.0,1.55,29.183333,-114.916666
1951-09-03,Engraulis mordax,28.0,28.7,28.9999995,-115.29583299999999
1951-09-03,Sardinops sagax,3.0,2.745,28.9999995,-115.29583299999999
1951-09-04,Engraulis mordax,12.0,15.386666666666665,24.974999666666665,-112.47555533333333
1951-09-04,Sardinops sagax,3.0,11.52,24.758333,-112.4
1951-09-07,Engraulis mordax,4.0,3.79,31.965833000000003,-116.96083300000001
1951-09-09,Engraulis mordax,99.0,57.182500000000005,33.455833,-118.01624975
1951-09-12,Engraulis mordax,6.0,7.48,27.360833,-114.74166600000001
1951-09-12,Sardinops sagax,8.0,10.26,27.360833,-114.74166600000001
1951-09-13,Engraulis mordax,5.0,7.8,34.441666,-120.541666
1951-09-27,Engraulis mordax,6.0,5.659999999999999,33.9875,-119.1216665
1951-09-28,Engraulis mordax,9.0,14.04,34.445,-120.56
1951-09-30,Sardinops sagax,3.0,3.9,27.4,-114.658333
1951-10-01,Engraulis mordax,1.0,2.39,32.875,-118.916666
1951-10-02,Engraulis mordax,20.0,16.453333333333333,34.387222,-120.15388833333333
1951-10-03,Engraulis mordax,235.0,97.03500000000001,33.1629165,-117.62958275
1951-10-05,Engraulis mordax,125.0,62.505,31.9774995,-116.9324995
1951-10-06,Engraulis mordax,22.0,7.2700000000000005,28.7366664,-114.96666640000001
1951-10-06,Sardinops sagax,59.0,44.71333333333333,28.505555,-114.758333
1951-10-07,Engraulis mordax,17.0,21.31,29.6916665,-116.1624995
1951-10-08,Engraulis mordax,40.0,31.69333333333333,30.194444333333333,-116.15277733333333
1951-10-30,Engraulis mordax,6.0,8.22,31.703333,-116.723333
1951-10-31,Engraulis mordax,451.0,115.56800000000001,30.8226666,-116.63833319999999
1951-11-01,Engraulis mordax,361.0,230.23499999999999,33.2479165,-117.85499975
1951-11-03,Engraulis mordax,59.0,168.74,33.95,-119.193333
1951-11-04,Engraulis mordax,735.0,293.31428571428575,32.25047585714286,-118.10952357142857
1951-11-04,Sardinops sagax,1.0,1.33,29.183333,-114.916666
1951-11-05,Engraulis mordax,1.0,1.53,28.383333,-114.241666
1951-11-05,Sardinops sagax,353.0,183.10000000000002,28.216666333333336,-114.56944399999999
1951-11-08,Engraulis mordax,1.0,2.52,37.616666,-123.616666
1951-11-10,Engraulis mordax,3.0,2.0066666666666664,33.457222,-119.54166633333334
1951-11-11,Engraulis mordax,101.0,75.79,27.4999995,-114.8916665
1951-11-11,Sardinops sagax,120.0,177.6,27.583333,-114.85
1951-11-12,Engraulis mordax,5.0,4.87,34.9916665,-121.04166599999999
1951-11-28,Engraulis mordax,47.0,33.0,34.140833,-119.6075
1951-11-29,Engraulis mordax,9.0,6.626666666666666,32.307222,-118.106666
1951-12-01,Engraulis mordax,4.0,8.48,34.908333,-121.216666
1951-12-01,Sardinops sagax,1.0,2.17,27.216666,-116.525
1951-12-02,Engraulis mordax,23.0,12.516666666666666,27.488333,-115.00388866666667
1951-12-02,Sardinops sagax,73.0,39.76,27.488333,-115.00388866666667
1951-12-03,Engraulis mordax,240.0,79.43333333333334,31.384721833333334,-117.536944
1951-12-03,Sardinops sagax,162.0,93.64666666666666,28.396666333333332,-114.97666633333334
1951-12-04,Engraulis mordax,287.0,221.0475,29.47791625,-115.50291625
1951-12-04,Sardinops sagax,8.0,7.04,29.148333,-115.065833
1951-12-07,Engraulis mordax,6.0,7.3100000000000005,32.674166,-117.88499949999999
1951-12-08,Engraulis mordax,136.0,55.114,31.6019996,-117.25466639999999
1952-01-12,Engraulis mordax,4.0,12.36,28.35,-116.4
1952-01-13,Engraulis mordax,429.0,133.87,28.3116664,-114.84166640000001
1952-01-13,Sardinops sagax,102.0,45.169999999999995,28.089583,-114.81874975
1952-01-15,Engraulis mordax,1.0,1.93,27.375,-114.8
1952-01-16,Engraulis mordax,129.0,50.4825,27.95499975,-114.9054165
1952-01-16,Sardinops sagax,110.0,56.576666666666675,27.02499966666667,-114.42222199999999
1952-01-18,Engraulis mordax,42.0,32.74,26.018749749999998,-114.11666625
1952-01-18,Sardinops sagax,157.0,262.19,26.25,-113.383333
1952-01-19,Engraulis mordax,141.0,162.252,26.902333,-114.1679998
1952-01-19,Sardinops sagax,31.0,30.39,25.783333,-113.33333300000001
1952-01-20,Engraulis mordax,19.0,29.62,25.3,-112.85416599999999
1952-01-20,Sardinops sagax,37.0,54.995,25.3,-112.85416599999999
1952-01-22,Engraulis mordax,23.0,24.19,32.883333,-117.42500000000001
1952-01-23,Engraulis mordax,21.0,17.0,33.163888666666665,-118.41666633333334
1952-01-25,Engraulis mordax,12.0,18.603333333333335,33.28055533333333,-120.55888866666668
1952-01-26,Engraulis mordax,121.0,64.33333333333333,34.25999933333333,-120.132222
1952-02-06,Engraulis mordax,96.0,51.775999999999996,30.3026664,-116.3299996
1952-02-06,Sardinops sagax,1.0,1.38,29.85,-115.883333
1952-02-07,Engraulis mordax,1.0,3.07,29.266666,-116.983333
1952-02-09,Engraulis mordax,650.0,144.06,29.93203677777778,-116.05555511111112
1952-02-09,Sardinops sagax,1.0,1.45,29.375,-115.291666
1952-02-10,Engraulis mordax,154.0,141.51333333333332,28.41111066666667,-115.70277733333334
1952-02-10,Sardinops sagax,73.0,63.88999999999999,28.41111066666667,-115.70277733333334
1952-02-11,Engraulis mordax,11.0,10.705,32.7166665,-117.75999949999999
1952-02-11,Sardinops sagax,2.0,5.48,31.805,-119.583333
1952-02-12,Engraulis mordax,469.0,450.95,27.757221666666666,-115.448333
1952-02-12,Sardinops sagax,49.0,49.650000000000006,27.757221666666666,-115.448333
1952-02-13,Engraulis mordax,144.0,127.44999999999999,28.3041665,-114.3999995
1952-02-13,Sardinops sagax,12.0,10.0,25.8991665,-112.4541665
1952-02-14,Engraulis mordax,182.0,224.54,27.349999500000003,-114.7666665
1952-02-14,Sardinops sagax,8.0,14.11,25.548333,-113.1166665
1952-02-15,Sardinops sagax,321.0,221.965,24.1249995,-111.42916650000001
1952-02-16,Engraulis mordax,17.0,21.205,24.6791665,-112.558333
1952-02-16,Sardinops sagax,55.0,70.86500000000001,24.6791665,-112.558333
1952-02-17,Engraulis mordax,41.0,37.5,33.354999666666664,-118.03333300000001
1952-02-17,Sardinops sagax,1.0,2.88,33.183333,-118.391666
1952-02-18,Engraulis mordax,117.0,300.69,25.57,-112.311666
1952-02-18,Sardinops sagax,117.0,300.69,25.57,-112.311666
1952-02-19,Engraulis mordax,23.0,17.16,27.785555,-115.80722200000001
1952-02-19,Sardinops sagax,21.0,23.655,25.1949995,-113.0941665
1952-02-20,Engraulis mordax,167.0,70.9125,32.00124975,-118.128333
1952-02-21,Engraulis mordax,318.0,243.41000000000003,26.2791665,-113.1416665
1952-02-21,Sardinops sagax,28.0,21.34,26.2791665,-113.1416665
1952-02-22,Engraulis mordax,21.0,30.745,25.6499995,-115.08333300000001
1952-02-22,Sardinops sagax,6.0,17.58,25.816666,-114.766666
1952-03-07,Engraulis mordax,15.0,18.085,25.4416665,-112.54166649999999
1952-03-07,Sardinops sagax,3.0,4.03,25.4416665,-112.54166649999999
1952-03-08,Engraulis mordax,71.0,55.95666666666667,33.827222,-118.64055533333334
1952-03-09,Engraulis mordax,2234.0,764.255,26.12222183333333,-113.683333
1952-03-09,Sardinops sagax,780.0,305.44,27.87499975,-114.904583
1952-03-10,Engraulis mordax,103.0,65.14999999999999,26.373333,-114.68888866666667
1952-03-10,Sardinops sagax,125.0,97.56333333333333,26.149999666666663,-115.08888866666666
1952-03-11,Engraulis mordax,189.0,152.98,27.222222,-115.00555533333333
1952-03-11,Sardinops sagax,28.0,17.509999999999998,28.393749749999998,-116.1541665
1952-03-12,Engraulis mordax,117.0,72.71666666666665,32.45777733333333,-117.25055533333334
1952-03-12,Sardinops sagax,1.0,3.77,26.5,-117.8
1952-03-13,Engraulis mordax,663.0,283.474,27.7316662,-115.46166640000001
1952-03-13,Sardinops sagax,9.0,13.025,27.441665999999998,-116.0
1952-03-14,Engraulis mordax,2129.0,637.1783333333334,28.9852775,-115.81138866666667
1952-03-14,Sardinops sagax,173.0,89.2025,28.52374975,-115.470833
1952-03-15,Engraulis mordax,281.0,73.73666666666666,30.097592111111112,-116.53537022222223
1952-03-15,Sardinops sagax,42.0,41.940000000000005,28.533333,-116.47777766666667
1952-03-16,Engraulis mordax,56.0,30.227999999999998,29.6509996,-117.13566619999999
1952-03-16,Sardinops sagax,4.0,10.6,30.066666,-117.575
1952-03-24,Engraulis mordax,299.0,275.1166666666666,25.301111000000002,-112.820555
1952-03-24,Sardinops sagax,1.0,2.69,25.333333,-112.758333
1952-03-26,Engraulis mordax,161.0,73.265,26.0152775,-113.40138866666666
1952-03-26,Sardinops sagax,53.0,46.306666666666665,26.099999666666665,-113.24444433333333
1952-03-27,Engraulis mordax,171.0,96.25,25.819444,-115.01388866666667
1952-03-27,Sardinops sagax,233.0,130.48333333333335,25.8874995,-115.1277775
1952-03-28,Engraulis mordax,113.0,88.326,27.095999799999998,-114.65899959999999
1952-03-28,Sardinops sagax,774.0,642.755,26.924444166666664,-114.76527750000001
1952-03-29,Engraulis mordax,1.0,2.79,26.641666,-116.15
1952-03-30,Engraulis mordax,15.0,7.13,27.29861083333333,-116.35833316666667
1952-03-30,Sardinops sagax,87.0,62.095,27.131249750000002,-116.68124975
1952-03-31,Engraulis mordax,292.0,103.52571428571427,28.372618714285714,-114.93333285714286
1952-03-31,Sardinops sagax,5.0,11.55,27.925,-115.266666
1952-04-01,Engraulis mordax,34.0,20.468,27.793333,-116.89833300000001
1952-04-01,Sardinops sagax,49.0,27.360000000000003,27.793333,-116.89833300000001
1952-04-02,Engraulis mordax,130.0,44.35888888888889,30.810184888888884,-117.17037011111113
1952-04-02,Sardinops sagax,55.0,184.25,28.533333,-116.95
1952-04-04,Sardinops sagax,1.0,3.07,30.85,-121.608333
1952-04-05,Engraulis mordax,8.0,6.706666666666667,30.194444,-116.19999966666667
1952-04-06,Engraulis mordax,24.0,60.07999999999999,24.82777733333333,-113.71944433333333
1952-04-07,Engraulis mordax,1203.0,508.50666666666666,25.866666499999997,-113.445833
1952-04-07,Sardinops sagax,168.0,82.31666666666668,26.7166665,-114.28472183333334
1952-04-08,Engraulis mordax,392.0,195.775,25.9999995,-114.66527733333334
1952-04-08,Sardinops sagax,516.0,220.15285714285716,26.516666285714287,-115.54642814285715
1952-04-09,Engraulis mordax,761.0,368.71714285714285,28.168571142857143,-115.49285671428571
1952-04-09,Sardinops sagax,290.0,132.85999999999999,26.788809285714283,-114.79047585714285
1952-04-10,Engraulis mordax,176.0,59.49857142857144,30.505952142857144,-116.72023785714285
1952-04-10,Sardinops sagax,330.0,235.9125,26.88541625,-115.66749975
1952-04-11,Engraulis mordax,2.0,5.04,33.735,-120.4
1952-04-11,Sardinops sagax,12.0,37.44,27.216666,-116.525
1952-04-12,Engraulis mordax,44.0,15.16875,28.599582875,-115.487499625
1952-04-12,Sardinops sagax,338.0,252.845,27.64291625,-115.71874975
1952-04-13,Engraulis mordax,410.0,86.82454545454544,30.03257554545455,-116.49090881818182
1952-04-13,Sardinops sagax,5.0,5.146666666666667,28.183333,-116.14722166666667
1952-04-15,Engraulis mordax,4.0,12.0,29.2,-115.65
1952-04-15,Sardinops sagax,4.0,13.64,29.033333,-115.975
1952-04-16,Engraulis mordax,12.0,17.0,27.4999995,-115.2041665
1952-04-16,Sardinops sagax,586.0,1540.6666666666667,27.37777733333333,-115.19555533333333
1952-05-09,Engraulis mordax,5.0,5.335,33.5791665,-119.14833300000001
1952-05-09,Sardinops sagax,1.0,1.59,33.343333,-119.675
1952-05-12,Engraulis mordax,44.0,18.267142857142858,33.27309485714286,-119.08452342857143
1952-05-14,Engraulis mordax,147.0,83.36,32.6206666,-117.9506664
1952-05-14,Sardinops sagax,8.0,12.73,32.4125,-118.33
1952-05-15,Engraulis mordax,35.0,32.68,25.3499995,-112.5499995
1952-05-15,Sardinops sagax,99.0,288.09,32.0,-119.188333
1952-05-16,Engraulis mordax,257.0,153.88,25.936110666666668,-113.13055533333333
1952-05-16,Sardinops sagax,6.0,7.83,25.695833,-113.608333
1952-05-17,Engraulis mordax,98.0,65.075,30.5724995,-116.7141665
1952-05-17,Sardinops sagax,289.0,85.717,28.192833,-116.05799979999999
1952-05-18,Engraulis mordax,21.0,22.52,26.62388866666667,-114.68888866666667
1952-05-18,Sardinops sagax,181.0,100.41000000000001,26.53138866666667,-115.38833299999999
1952-05-19,Engraulis mordax,47.0,72.18,27.35,-114.758333
1952-05-19,Sardinops sagax,46.0,35.89,27.19999975,-115.02291625
1952-05-20,Engraulis mordax,666.0,172.64,29.588518111111114,-115.92074044444445
1952-05-20,Sardinops sagax,152.0,81.655,28.18499966666667,-116.15749966666665
1952-05-21,Engraulis mordax,6.0,10.809999999999999,30.6749995,-118.925
1952-05-21,Sardinops sagax,1.0,2.77,27.05,-116.865
1952-05-22,Engraulis mordax,48.0,26.599999999999998,28.549999666666668,-115.233333
1952-05-22,Sardinops sagax,84.0,40.05833333333333,28.281110666666667,-115.68916616666667
1952-05-23,Engraulis mordax,18.0,8.706,30.2146662,-116.9186662
1952-05-23,Sardinops sagax,14.0,14.256666666666668,29.424999666666665,-116.59999966666665
1952-05-24,Engraulis mordax,33.0,35.56,30.449583,-116.50916649999999
1952-05-24,Sardinops sagax,44.0,190.08,30.333333,-116.383333
1952-05-25,Engraulis mordax,88.0,124.325,29.693333,-116.17083299999999
1952-05-25,Sardinops sagax,101.0,102.2,29.739999666666666,-116.07777733333334
1952-06-03,Engraulis mordax,86.0,167.7,33.833333,-118.625
1952-06-03,Sardinops sagax,3.0,5.85,33.833333,-118.625
1952-06-06,Engraulis mordax,60.0,29.534000000000002,33.408333,-118.2349996
1952-06-06,Sardinops sagax,1.0,2.38,33.475,-117.775
1952-06-07,Engraulis mordax,250.0,176.15166666666667,32.91999966666666,-117.86999966666667
1952-06-07,Sardinops sagax,32.0,55.70666666666667,32.61499966666667,-118.494444
1952-06-08,Engraulis mordax,1167.0,847.222,25.1766664,-113.06599960000001
1952-06-08,Sardinops sagax,2.0,2.895,30.970833,-118.983333
1952-06-09,Engraulis mordax,212.0,166.27857142857144,29.695952000000002,-116.625238
1952-06-09,Sardinops sagax,21.0,10.002857142857142,29.598809142857142,-117.24047599999999
1952-06-10,Engraulis mordax,214.0,37.12083333333333,29.814860666666664,-116.0638885
1952-06-10,Sardinops sagax,3.0,4.25,28.820833,-115.663333
1952-06-11,Engraulis mordax,7.0,21.7,31.35,-117.45
1952-06-11,Sardinops sagax,2.0,2.88,25.95,-115.1291665
1952-06-12,Engraulis mordax,43.0,36.908750000000005,30.612916374999998,-117.01354125
1952-06-12,Sardinops sagax,36.0,22.27,30.2139996,-116.9516662
1952-06-13,Engraulis mordax,126.0,102.188,30.4949998,-116.397333
